,number,name,name_feeder_T,power_T,voltage_l,subscriber,Trs,fake_sect,sec_short
383,145,Октябрьская,22,40000,6,МКП Тулгорэлектротранс,Т-2,2 СкШ 6 кВ ПС Октябрьская,2 СкШ 6 кВ
384,145,Октябрьская,24,40000,6,ООО МБ-Инвест,Т-2,2 СкШ 6 кВ ПС Октябрьская,2 СкШ 6 кВ
385,145,Октябрьская,26,40000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Октябрьская,2 СкШ 6 кВ
386,145,Октябрьская,28,40000,6,ООО Энерго-Сеть,Т-2,2 СкШ 6 кВ ПС Октябрьская,2 СкШ 6 кВ
387,145,Октябрьская,30,40000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
388,145,Октябрьская,34,40000,10,ТДЭ МЖД (Тульская дистанция электроснабжения Московской железной дороги),Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
389,145,Октябрьская,36,40000,10,ЗАО Индустрия-сервис,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
390,145,Октябрьская,38,40000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
391,145,Октябрьская,40,40000,10,ЧП Левин В.Г.,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
392,145,Октябрьская,42,40000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
393,145,Октябрьская,44,40000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
394,145,Октябрьская,46,40000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
395,145,Октябрьская,48,40000,10,МКП Тулгорэлектротранс,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
396,145,Октябрьская,50,40000,10,ООО Ландар МТ,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
397,145,Октябрьская,52,40000,10,ООО Аркон,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
398,145,Октябрьская,54,40000,10,ЗАО Спецтрансмонолит,Т-2,2 СкШ 10 кВ ПС Октябрьская,2 СкШ 10 кВ
399,149,Мясново,4,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
400,149,Мясново,7,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
401,149,Мясново,9,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
402,149,Мясново,13,25000,6,Филиал ОАО ПК Балтика,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
403,149,Мясново,21,25000,6,ООО ТрубоПласт,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
404,149,Мясново,23,25000,6,ТДЭ МЖД (Тульская дистанция электроснабжения Московской железной дороги),Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
405,149,Мясново,25,25000,6,ТДЭ МЖД (Тульская дистанция электроснабжения Московской железной дороги),Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
406,149,Мясново,27,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
407,149,Мясново,29,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
408,149,Мясново,31,25000,6,Ленинский РЭС,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
409,149,Мясново,33,25000,6,ООО Альянс-Строй,Т-1,1 СкШ 6 кВ ПС Мясново,1 СкШ 6 кВ
410,149,Мясново,41,25000,10,АО Тул. гор. электр. сети,Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
411,149,Мясново,43,25000,10,ООО  Октава,Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
412,149,Мясново,49,25000,10,ООО Газпром энерго,Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
413,149,Мясново,47,25000,10,Филиал ОАО ПК Балтика,Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
414,149,Мясново,51,25000,10,"ООО ""Тульское обувное предприятие""",Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
415,149,Мясново,53,25000,10,ОАО ТКФ Ясная поляна,Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
416,149,Мясново,55,25000,10,ООО СПК Прайм,Т-1,1 СкШ 10 кВ ПС Мясново,1 СкШ 10 кВ
417,149,Мясново,20,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
418,149,Мясново,22,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
419,149,Мясново,24,25000,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
420,149,Мясново,26,25000,6,ООО ТрубоПласт,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
421,149,Мясново,28,25000,6,МКП Тулгорэлектротранс,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
422,149,Мясново,40,25000,10,ООО Газпром энерго,Т-2,2 СкШ 10 кВ ПС Мясново,2 СкШ 10 кВ
423,149,Мясново,42,25000,10,"ООО ""Тульское обувное предприятие""",Т-2,2 СкШ 10 кВ ПС Мясново,2 СкШ 10 кВ
424,149,Мясново,46,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Мясново,2 СкШ 10 кВ
425,149,Мясново,48,25000,6,ООО  Октава,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
426,149,Мясново,52,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Мясново,2 СкШ 10 кВ
427,149,Мясново,54,25000,10,ОАО ТКФ Ясная поляна,Т-2,2 СкШ 10 кВ ПС Мясново,2 СкШ 10 кВ
428,149,Мясново,56,25000,6,Филиал ОАО ПК Балтика,Т-2,2 СкШ 6 кВ ПС Мясново,2 СкШ 6 кВ
429,149,Мясново,2,25000,6,АО Тул. гор. электр. сети,Т-3,3 СкШ 6 кВ ПС Мясново,3 СкШ 6 кВ
430,149,Мясново,10,25000,6,АО Тул. гор. электр. сети,Т-3,3 СкШ 6 кВ ПС Мясново,3 СкШ 6 кВ
431,149,Мясново,16,25000,6,ООО Альянс-Строй,Т-3,3 СкШ 6 кВ ПС Мясново,3 СкШ 6 кВ
432,149,Мясново,18,25000,6,Филиал ОАО ПК Балтика,Т-3,3 СкШ 6 кВ ПС Мясново,3 СкШ 6 кВ
433,149,Мясново,65,25000,10,АО Тул. гор. электр. сети,Т-3,3 СкШ 10 кВ ПС Мясново,3 СкШ 10 кВ
434,155,Хрипково,1,2500,6,Ясногорский РЭС ,Т-1,1 СкШ 6 кВ ПС Хрипково,1 СкШ 6 кВ
435,155,Хрипково,4,2500,6,Алексинский РЭС,Т-1,1 СкШ 6 кВ ПС Хрипково,1 СкШ 6 кВ
436,155,Хрипково,Егнышовка,2500,6,Алексинский РЭС,Т-1,1 СкШ 6 кВ ПС Хрипково,1 СкШ 6 кВ
437,155,Хрипково,2,2500,10,Ясногорский РЭС ,Т-2,2 СкШ 10 кВ ПС Хрипково,2 СкШ 10 кВ
438,164,Электропривод,Жилпосёлок,63000,6,Ленинский РЭС,Т-1,1 СкШ 6 кВ ПС Электропривод,1 СкШ 6 кВ
439,164,Электропривод,2,63000,6,ЗАО Тулаэлектропривод,Т-1,1 СкШ 6 кВ ПС Электропривод,1 СкШ 6 кВ
440,164,Электропривод,3,63000,6,ЗАО Тулаэлектропривод,Т-1,1 СкШ 6 кВ ПС Электропривод,1 СкШ 6 кВ
441,164,Электропривод,6,63000,6,ЗАО Тулаэлектропривод,Т-1,1 СкШ 6 кВ ПС Электропривод,1 СкШ 6 кВ
442,164,Электропривод,13 (откл.),63000,6,ЗАО Тулаэлектропривод,Т-1,1 СкШ 6 кВ ПС Электропривод,1 СкШ 6 кВ
443,164,Электропривод,14,63000,6,МУП ЖКС МО РП Ленинский,Т-1,1 СкШ 6 кВ ПС Электропривод,1 СкШ 6 кВ
444,164,Электропривод,1,63000,6,ЗАО Тулаэлектропривод,Т-2,2 СкШ 6 кВ ПС Электропривод,2 СкШ 6 кВ
445,164,Электропривод,4,63000,6,ЗАО Тулаэлектропривод,Т-2,2 СкШ 6 кВ ПС Электропривод,2 СкШ 6 кВ
446,164,Электропривод,8,63000,6,МУП ЖКС МО РП Ленинский,Т-2,2 СкШ 6 кВ ПС Электропривод,2 СкШ 6 кВ
447,164,Электропривод,11,63000,6,ЗАО Тулаэлектропривод,Т-2,2 СкШ 6 кВ ПС Электропривод,2 СкШ 6 кВ
448,164,Электропривод,12,63000,6,ЗАО Тулаэлектропривод,Т-2,2 СкШ 6 кВ ПС Электропривод,2 СкШ 6 кВ
449,183,Пушкинская,1,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
450,183,Пушкинская,3,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
451,183,Пушкинская,5,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
452,183,Пушкинская,7,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
453,183,Пушкинская,9,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
454,183,Пушкинская,11,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
455,183,Пушкинская,13,25000,10,АО Алексинская электосетевая компания,Т-1,1 СкШ 10 кВ ПС Пушкинская,1 СкШ 10 кВ
456,183,Пушкинская,4,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
457,183,Пушкинская, 6,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
458,183,Пушкинская,8,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
459,183,Пушкинская,10,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
460,183,Пушкинская,12,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
461,183,Пушкинская,14,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
462,183,Пушкинская,16,16000,10,Алексинский РЭС,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
463,183,Пушкинская,18,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
464,183,Пушкинская,20,16000,10,АО Алексинская электосетевая компания,Т-2,2 СкШ 10 кВ ПС Пушкинская,2 СкШ 10 кВ
465,184,Малиновская,Карьер 1 (откл.),6300,6,ИП Брюзгина М.В.,Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
466,184,Малиновская,Дробление 1,6300,6,ИП Шембель А.А.,Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
467,184,Малиновская,Промывка 1 ,6300,6,ООО Малиновский ДСЗ,Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
468,184,Малиновская,Водозабор 1,6300,6,Ленинский РЭС,Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
469,184,Малиновская,ЖБИ 1,6300,6,"ООО ""Малиновский комбинат ЖБИ""",Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
470,184,Малиновская,Дорстрой 1 ,6300,6,ООО МСК Инвестстрой,Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
471,184,Малиновская,Полимер 1,6300,6,Ленинский РЭС,Т-1,1 СкШ 6 кВ ПС Малиновская,1 СкШ 6 кВ
472,184,Малиновская,Карьер 2,6300,6,ООО Малиновский ДСЗ,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
473,184,Малиновская,Дробление 2 (откл.),6300,6,ООО Малиновский ДСЗ,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
474,184,Малиновская,Промывка 2 (рез),6300,6,ООО Малиновский ДСЗ,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
475,184,Малиновская,Водозабор 2,6300,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
476,184,Малиновская,Поселок,6300,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
477,184,Малиновская,ВПК (откл.),6300,6,ООО Восточно-пятницкий карьер,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
478,184,Малиновская,Дорстрой 2 (откл.),6300,6,ООО МСК Инвестстрой,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
479,184,Малиновская,ЖБИ 2 (откл.),6300,6,ООО МСК Инвестстрой,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
480,184,Малиновская,Полимер 2,6300,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Малиновская,2 СкШ 6 кВ
481,192,Алимкин,1,4000,6,Щекинский РЭС,Т-1,1 СкШ 6 кВ ПС Алимкин,1 СкШ 6 кВ
482,192,Алимкин,3 (откл.),4000,6,,Т-1,1 СкШ 6 кВ ПС Алимкин,1 СкШ 6 кВ
483,192,Алимкин,5,4000,6,Щекинский РЭС,Т-1,1 СкШ 6 кВ ПС Алимкин,1 СкШ 6 кВ
484,192,Алимкин,7,4000,6,Щекинский РЭС,Т-1,1 СкШ 6 кВ ПС Алимкин,1 СкШ 6 кВ
485,192,Алимкин,9,4000,6,Щекинский РЭС,Т-1,1 СкШ 6 кВ ПС Алимкин,1 СкШ 6 кВ
486,192,Алимкин,2,4000,6,Щекинский РЭС,Т-2,2 СкШ 6 кВ ПС Алимкин,2 СкШ 6 кВ
487,192,Алимкин,4,4000,6,Щекинский РЭС,Т-2,2 СкШ 6 кВ ПС Алимкин,2 СкШ 6 кВ
488,192,Алимкин,6,4000,6,Щекинский РЭС,Т-2,2 СкШ 6 кВ ПС Алимкин,2 СкШ 6 кВ
489,192,Алимкин,8,4000,6,Щекинский РЭС,Т-2,2 СкШ 6 кВ ПС Алимкин,2 СкШ 6 кВ
490,202,Пролетарская,1,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Пролетарская,1 СкШ 6 кВ
491,202,Пролетарская,3,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Пролетарская,1 СкШ 6 кВ
492,202,Пролетарская,5,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Пролетарская,1 СкШ 6 кВ
493,202,Пролетарская,7,25000,6,МКП Тулгорэлектротранс,Т-1,1 СкШ 6 кВ ПС Пролетарская,1 СкШ 6 кВ
494,202,Пролетарская,9,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Пролетарская,1 СкШ 6 кВ
495,202,Пролетарская,11 (откл.),25000,6,расторгнут договор от 26.05.15 г.,Т-1,1 СкШ 6 кВ ПС Пролетарская,1 СкШ 6 кВ
496,202,Пролетарская,13,25000,10,АО Тул. гор. электр. сети,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
497,202,Пролетарская,31,25000,10,АО Тул. гор. электр. сети,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
498,202,Пролетарская,33,25000,10,ООО Торговый дом Триада,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
499,202,Пролетарская,35,25000,10,АО Тул. гор. электр. сети,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
500,202,Пролетарская,37,25000,10,ООО Торг-Инвест,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
501,202,Пролетарская,39 (откл.),25000,10,,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
502,202,Пролетарская,41 (откл.),25000,10,,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
503,202,Пролетарская,43,25000,10,ИП Роздухов М.Е.,Т-1,1 СкШ 10 кВ ПС Пролетарская,1 СкШ 10 кВ
504,202,Пролетарская,2,25000,6,МКП Тулгорэлектротранс,Т-2,2 СкШ 6 кВ ПС Пролетарская,2 СкШ 6 кВ
505,202,Пролетарская,4,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Пролетарская,2 СкШ 6 кВ
506,202,Пролетарская,6,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Пролетарская,2 СкШ 6 кВ
507,202,Пролетарская,8,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Пролетарская,2 СкШ 6 кВ
508,202,Пролетарская,10 (один из кабелей - ЛРЭС),25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Пролетарская,2 СкШ 6 кВ
509,202,Пролетарская,30,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
510,202,Пролетарская,32,25000,10,ООО Торговый дом Триада,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
511,202,Пролетарская,34,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
512,202,Пролетарская,36,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
513,202,Пролетарская,38 (откл.),25000,10,,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
514,202,Пролетарская,40,25000,10,ООО Торг-Инвест,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
515,202,Пролетарская,42 (откл.),25000,10,,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
516,202,Пролетарская,44,25000,10,ИП Роздухов М.Е.,Т-2,2 СкШ 10 кВ ПС Пролетарская,2 СкШ 10 кВ
517,212,Борисово,Богатьково,4000,10,Алексинский РЭС,Т-1,1 СкШ 10 кВ ПС Борисово,1 СкШ 10 кВ
518,212,Борисово,2,3200,10,Алексинский РЭС,Т-2,2 СкШ 10 кВ ПС Борисово,2 СкШ 10 кВ
519,212,Борисово,4,3200,10,Алексинский РЭС,Т-2,2 СкШ 10 кВ ПС Борисово,2 СкШ 10 кВ
520,212,Борисово,8,3200,10,Алексинский РЭС,Т-2,2 СкШ 10 кВ ПС Борисово,2 СкШ 10 кВ
521,212,Борисово,Лужки,3200,10,Алексинский РЭС,Т-2,2 СкШ 10 кВ ПС Борисово,2 СкШ 10 кВ
522,212,Борисово,Поповка,3200,10,Алексинский РЭС,Т-2,2 СкШ 10 кВ ПС Борисово,2 СкШ 10 кВ
523,213,Рождественская,1,16000,6,ООО 464 Комбинат нерудоископаемых,Т-1,1 СкШ 6 кВ ПС Рождественская,1 СкШ 6 кВ
524,213,Рождественская,5,16000,6,Ленинский РЭС,Т-1,1 СкШ 6 кВ ПС Рождественская,1 СкШ 6 кВ
525,213,Рождественская,7,16000,6,Ленинский РЭС,Т-1,1 СкШ 6 кВ ПС Рождественская,1 СкШ 6 кВ
526,213,Рождественская,9,16000,6,ОАО Тулагорводоканал,Т-1,1 СкШ 6 кВ ПС Рождественская,1 СкШ 6 кВ
527,213,Рождественская,2,16000,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
528,213,Рождественская,4,16000,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
529,213,Рождественская,6,16000,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
530,213,Рождественская,8,16000,6,ОАО Тулагорводоканал,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
531,213,Рождественская,10,16000,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
532,213,Рождественская,12,16000,6,ЗАО Хомяковский хладокомбинат,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
533,213,Рождественская,14,16000,6,"ООО НПО ""ТЗПА"" (Тульский завод промышленной арматуры)",Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
534,213,Рождественская,16 (откл.),16000,6,Ленинский РЭС,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
535,213,Рождественская,18 (откл.),16000,6,ООО Барсуковское рудоуправление,Т-2,2 СкШ 6 кВ ПС Рождественская,2 СкШ 6 кВ
536,217,Алексеевская,1 (откл.),4000,10,Киреевский ГРЭС,Т-1,1 СкШ 10 кВ ПС Алексеевская,1 СкШ 10 кВ
537,217,Алексеевская,3 (откл.),4000,10,Тепло-Огаревский РЭС,Т-1,1 СкШ 10 кВ ПС Алексеевская,1 СкШ 10 кВ
538,217,Алексеевская,2 (откл.),4000,10,Киреевский ГРЭС,Т-1,1 СкШ 10 кВ ПС Алексеевская,1 СкШ 10 кВ
539,217,Алексеевская,4,4000,10,Киреевский ГРЭС,Т-1,1 СкШ 10 кВ ПС Алексеевская,1 СкШ 10 кВ
540,217,Алексеевская,5,4000,10,Киреевский ГРЭС,Т-1,1 СкШ 10 кВ ПС Алексеевская,1 СкШ 10 кВ
541,217,Алексеевская,16 Б Труново-Алексеевская,4000,10,Киреевский ГРЭС,Т-1,1 СкШ 10 кВ ПС Алексеевская,1 СкШ 10 кВ
542,218,Южная,,25000,10,3 СкШ 10 кВ,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
543,218,Южная,1,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
544,218,Южная,3,25000,6,МКП Тулгорэлектротранс,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
545,218,Южная,5,25000,6,МКП Тулгорэлектротранс,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
546,218,Южная,7,25000,6,АО Тульский завод РТИ,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
547,218,Южная,9,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
548,218,Южная,11,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
549,218,Южная,13,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
550,218,Южная,15,25000,6,ООО Рента Инвест,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
551,218,Южная,17,25000,10,ИП Прокофьев К.А.,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
552,218,Южная,19,25000,6,АО Тул. гор. электр. сети,Т-1,1 СкШ 6 кВ ПС Южная,1 СкШ 6 кВ
553,218,Южная,21,25000,10,АО Тул. гор. электр. сети,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
554,218,Южная,23,25000,10,"ОАО ""НПО ""Сплав""",Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
555,218,Южная,27,25000,10,АО Тул. гор. электр. сети,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
556,218,Южная,31,25000,10,ООО Тульский завод ЖБИ,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
557,218,Южная,33 (откл.),25000,10,,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
558,218,Южная,35,25000,10,"ОАО ""НПО""Сплав""",Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
559,218,Южная,37 (откл.),25000,10,,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
560,218,Южная,39,25000,10,ОАО Тульское ОКБА,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
561,218,Южная,Китаевка 1,25000,10,Тульский участок СПС УВС Тулэнерго,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
562,218,Южная,РТИ,25000,10,АО Тульский завод РТИ,Т-1,1 СкШ 10 кВ ПС Южная,1 СкШ 10 кВ
563,218,Южная,,25000,10,VI СкШ 10 кВ,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
564,218,Южная,,25000,10,,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
565,218,Южная,2,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
566,218,Южная,4,25000,6,АО Тул. гор. электр. сети,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
567,218,Южная,6,25000,6,ООО Рента Инвест,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
568,218,Южная,8,25000,6,МКП Тулгорэлектротранс,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
569,218,Южная,10,25000,6,МКП Тулгорэлектротранс,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
570,218,Южная,12,25000,6,АО Тульский завод РТИ,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
571,218,Южная,14,25000,6,АО Тульский завод РТИ,Т-2,2 СкШ 6 кВ ПС Южная,2 СкШ 6 кВ
572,218,Южная,20,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
573,218,Южная,22,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
574,218,Южная,24,25000,10,ИП Прокофьев К.А.,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
575,218,Южная,26,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
576,218,Южная,30,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
577,218,Южная,32,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
578,218,Южная,34,25000,10,ООО Стройкомплект,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
579,218,Южная,48 (откл.),25000,10,,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
580,218,Южная,50,25000,10,АО Тул. гор. электр. сети,Т-2,2 СкШ 10 кВ ПС Южная,2 СкШ 10 кВ
